_id,School Name,Enrolled population,DTP coverage rate (%),DTP Religious exemption rate (%),MMR coverage rate (%),MMR Religious exemption rate (%),Lat,Lng
745,THORNCLIFFE PARK PUBLIC SCHOOL,829,85.3,0.2,89.1,0.2,43.70539004,-79.34343676
746,THREE VALLEYS PUBLIC SCHOOL,138,96.4,2.2,96.4,2.2,43.75081287,-79.33762032
747,TIMBERBANK JUNIOR PUBLIC SCHOOL,118,95.8,0,95.8,0,43.79147126,-79.30728539
748,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,148,94.6,1.4,96.6,1.4,43.81044617,-79.23162697
749,TOPCLIFF PUBLIC SCHOOL,160,95,0,96.9,0,43.75568467,-79.51065816
750,TRANSFIGURATION OF OUR LORD CATHOLIC SCHOOL,276,91.3,2.2,93.1,2.2,43.69152126,-79.56287073
751,TREDWAY WOODSWORTH PUBLIC SCHOOL,511,97.1,1,96.9,0.8,43.76492505,-79.23510926
752,TUMPANE PUBLIC SCHOOL,173,94.8,1.7,94.8,1.7,43.72659528,-79.5022551
753,TWENTIETH STREET JUNIOR SCHOOL,71,87.3,7,87.3,7,43.59797715,-79.51993824
754,URSULA FRANKLIN ACADEMY,525,87.8,4.2,95,4.2,43.65651377,-79.47442738
755,VALLEY PARK MIDDLE SCHOOL,983,77.5,0.4,81,0.4,43.71044059,-79.33587052
756,VALLEYFIELD JUNIOR SCHOOL,170,86.5,1.8,88.2,1.8,43.69421576,-79.53821993
757,VENERABLE JOHN MERLINI CATHOLIC SCHOOL,174,96.6,1.1,98.3,1.1,43.75648059,-79.57938356
758,VICTORIA PARK COLLEGIATE INSTITUTE,1215,89,0.8,96,0.8,43.75605934,-79.32146442
759,VICTORIA PARK ELEMENTARY SCHOOL,72,98.6,0,100,0,43.71268918,-79.29815076
760,VICTORIA VILLAGE PUBLIC SCHOOL,105,92.4,2.9,92.4,2.9,43.73595942,-79.31418208
761,VRADENBURG JUNIOR PUBLIC SCHOOL,121,96.7,0,98.3,0,43.77434227,-79.3082863
762,WALTER PERRY JUNIOR PUBLIC SCHOOL,154,83.1,1.9,92.9,1.9,43.73345613,-79.25124569
763,WARREN PARK JUNIOR PUBLIC SCHOOL,87,85.1,6.9,86.2,6.9,43.66284277,-79.49943751
764,WEDGEWOOD JUNIOR SCHOOL,181,93.4,1.1,94.5,1.1,43.64531695,-79.54625291
765,WELLESWORTH JUNIOR SCHOOL,73,83.6,2.7,86.3,2.7,43.65663735,-79.57671875
766,WEST END ALTERNATIVE SCHOOL,73,76.7,5.5,90.4,5.5,43.66242998,-79.41983402
767,WEST GLEN JUNIOR SCHOOL,77,90.9,5.2,90.9,3.9,43.65083041,-79.56028182
768,WEST HILL COLLEGIATE INSTITUTE,651,86.5,1.5,94.8,1.5,43.77566843,-79.19058757
769,WEST HILL PUBLIC SCHOOL,136,85.3,2.9,85.3,2.9,43.77267961,-79.18688444
770,WEST HUMBER COLLEGIATE INSTITUTE,1060,86.6,0.9,93.6,0.9,43.7309224,-79.58670539
771,WEST HUMBER JUNIOR MIDDLE SCHOOL,308,96.8,0.3,95.1,0.3,43.72382622,-79.58007455
772,WEST PREPARATORY JUNIOR PUBLIC SCHOOL,273,86.1,3.7,90.8,3.7,43.70274372,-79.43303504
773,WEST ROUGE JUNIOR PUBLIC SCHOOL,160,87.5,5,89.4,5,43.79561842,-79.13371592
774,WESTERN TECHNICAL & COMMERCIAL SCHOOL,1068,82.5,3.7,92.6,3.7,43.65709149,-79.47458151
775,WESTMOUNT JUNIOR SCHOOL,99,89.9,2,91.9,2,43.68909613,-79.5196593
776,WESTON COLLEGIATE INSTITUTE,928,86,1.3,94,1.2,43.70381631,-79.50942175
777,WESTON MEMORIAL JUNIOR PUBLIC SCHOOL,128,88.3,1.6,90.6,1.6,43.70597815,-79.50932994
778,WESTVIEW CENTENNIAL SECONDARY SCHOOL,821,79.4,0.5,90.7,0.5,43.75239763,-79.52509053
779,WESTWAY JUNIOR SCHOOL,90,87.8,2.2,90,2.2,43.69082212,-79.54899331
780,WESTWOOD MIDDLE SCHOOL,373,90.9,2.9,94.6,2.9,43.6866933,-79.35069605
781,WEXFORD COLLEGIATE SCHOOL FOR THE ARTS,1121,85.8,2.2,95.2,2.1,43.74615957,-79.30679538
782,WEXFORD PUBLIC SCHOOL,230,85.7,1.3,86.1,1.3,43.74019034,-79.30372732
783,WHITE HAVEN JUNIOR PUBLIC SCHOOL,306,90.8,1,93.1,1,43.78699541,-79.2480509
784,WHITNEY JUNIOR PUBLIC SCHOOL,127,96.9,2.4,96.1,2.4,43.68716034,-79.37839727
785,WILKINSON JUNIOR PUBLIC SCHOOL,272,94.1,1.8,95.2,1.8,43.68204163,-79.33748324
786,WILLIAM BURGESS ELEMENTARY SCHOOL,143,93,3.5,91.6,3.5,43.69192773,-79.34815772
787,WILLIAM G DAVIS JUNIOR PUBLIC SCHOOL,125,98.4,0,98.4,0,43.78504643,-79.13447437
788,WILLIAM G MILLER JUNIOR PUBLIC SCHOOL,325,90.5,3.4,93.8,3.4,43.77102043,-79.16663443
789,WILLIAM J MCCORDIC SCHOOL,52,46.2,3.8,88.5,3.8,43.69063184,-79.29898334
790,WILLIAM LYON MACKENZIE COLLEGIATE INSTITUTE,1407,87.9,2.6,93.5,2.6,43.75347096,-79.46189416
791,WILLIAMSON ROAD JUNIOR PUBLIC SCHOOL,288,96.2,2.1,96.5,2.1,43.67395983,-79.29833223
792,WILLOW PARK JUNIOR PUBLIC SCHOOL,186,88.2,0,90.9,0,43.7611981,-79.20957854
793,WILLOWDALE MIDDLE SCHOOL,544,90.1,2,91.7,2,43.76977522,-79.42608898
794,WILMINGTON ELEMENTARY SCHOOL,51,86.3,0,84.3,0,43.7685018,-79.46071631
795,WINCHESTER JUNIOR AND SENIOR PUBLIC SCHOOL,297,90.9,2.7,92.6,2.7,43.6665481,-79.37110718
796,WINDFIELDS MIDDLE SCHOOL,665,92,2.6,92.9,2.4,43.75622535,-79.37098613
797,WINONA DRIVE SENIOR PUBLIC SCHOOL,414,92.5,5.1,94,5.1,43.67807637,-79.43106195
798,WINSTON CHURCHILL COLLEGIATE INSTITUTE,561,89.3,1.6,95.5,1.6,43.74789747,-79.27814694
799,WITHROW AVENUE JUNIOR PUBLIC SCHOOL,299,92,2.7,94,2.7,43.67046046,-79.35212966
800,WOBURN COLLEGIATE INSTITUTE,900,90.9,0.2,97.9,0.2,43.77816511,-79.22845859
801,WOBURN JUNIOR PUBLIC SCHOOL,185,90.3,0,89.2,0,43.7795028,-79.22700166
802,WOODBINE JUNIOR HIGH SCHOOL,358,89.7,1.1,88.5,1.1,43.7842923,-79.35049619
803,YORK HUMBER HIGH SCHOOL,154,89,3.2,94.8,3.2,43.6885692,-79.50617746
804,YORK MEMORIAL COLLEGIATE INSTITUTE,887,89.5,2.4,96.2,2.4,43.69027872,-79.4762398
805,YORK MILLS COLLEGIATE INSTITUTE,1233,89.5,1.4,96.4,1.3,43.75152905,-79.3735239
806,YORKVIEW PUBLIC SCHOOL,175,93.1,2.3,93.1,2.3,43.77257361,-79.43556642
807,YORKWOODS PUBLIC SCHOOL,180,87.8,1.1,90,1.1,43.75065984,-79.51388475
808,ZION HEIGHTS JUNIOR HIGH SCHOOL,596,94,0.8,95.3,0.8,43.7979149,-79.37109724
